"y","group","x1","x2","x3"
0,"B",-0.0973258918156086,-1.51971915920693,0
0,"B",-1.72376830216683,-0.389637942884122,0
0,"A",-1.1666896182885,-0.404563127248865,0
1,"A",-0.0333331326820669,-1.00086518329582,1
1,"A",0.318470163466957,0.926326439713207,1
0,"B",-2.17922862204384,0.545380485711509,1
1,"A",0.879517218352174,-0.345821712896652,1
0,"A",-0.00946273974875145,0.00488604903076373,0
0,"B",0.826123362298918,-0.19495394168078,1
1,"A",0.144483031574268,-0.317030518044881,1
0,"B",-1.42269052441531,1.00336152554665,1
1,"A",-0.869073139124073,0.55036791903592,0
0,"B",-0.337774382214901,0.81546254968903,0
0,"B",0.233530520293168,0.180143666444082,1
0,"A",-0.885252775957029,0.0587094808852978,1
1,"A",-0.486859085762158,-0.683820924586219,1
0,"B",0.265118490297403,-0.315838453901628,1
1,"A",1.23902255965136,-0.669483421310258,0
0,"B",-1.45668427324344,-0.281791884402049,1
0,"B",1.11378670230726,-1.25897513851096,1
0,"A",-3.03962828040736,-0.518558773578869,1
1,"B",0.642692797573569,0.704644037992602,0
1,"B",-0.366959924932747,-1.07300177922177,0
0,"B",-0.214406814078419,0.358712843804695,0
1,"A",0.963959838463466,-1.2727635497595,0
1,"A",0.259981078429828,-0.341279481616212,1
0,"A",1.63048749300348,-0.271514822650859,0
1,"B",-2.33892275352582,2.00013181364958,0
1,"B",-0.885634762932725,0.307345966293114,1
1,"A",0.102257594835467,1.13489837870164,0
1,"B",-0.823779948677308,1.68947380330575,1
0,"A",0.039968471300622,-0.265221908021398,1
1,"A",0.677889924972173,-0.632169120593848,1
1,"B",-0.210245446281771,-0.176137588824513,0
1,"A",1.11060927154558,0.195742923420036,1
0,"B",-1.78276654182413,0.742002407976965,0
0,"B",-1.25742232272482,0.503843793308238,1
1,"A",1.41349569666088,1.02958939377866,0
0,"B",-1.58751286893967,-0.0797583280459682,0
1,"B",-0.133609291785321,-1.01157313824363,0
0,"B",-0.93016763579276,-0.288991686510632,1
1,"A",0.019045282507896,0.554615380245689,0
1,"B",-0.545171301296813,0.579346662493289,0
0,"A",-1.18029984358994,-0.84061550688299,1
1,"B",0.942192025521704,1.02619177029922,0
0,"A",0.0280767191326315,-1.0755825786097,0
0,"A",-0.648572099959414,-0.688515702942018,0
0,"B",0.0774903708496761,1.40970669511694,0
0,"B",0.175426108662731,-1.6595090926101,1
0,"B",-1.44728902463351,-0.412526571832231,0
1,"A",-0.459854618697708,-1.75331886982883,0
1,"B",1.67581393817358,1.10285511048247,1
0,"A",-0.410461282044646,0.0998672571226437,0
0,"B",-0.939851008151552,0.650655203165064,0
0,"B",-1.65722912260286,-0.497653832106867,1
0,"B",-0.735588911208378,0.50570589778924,0
0,"B",-2.178708583976,-0.574615621742768,1
1,"A",1.05709700885141,0.911238746480647,1
1,"A",1.58559592979914,-0.363913750173045,0
1,"A",1.24317910196007,-0.172436416256138,1
0,"A",0.902571886056878,-0.226202506398978,0
0,"A",-0.561391720128924,-0.277801804573889,0
1,"B",0.796435514094612,-0.0652445143217542,1
1,"A",2.10397103722598,1.35379504139346,0
0,"B",-0.344298148019825,-0.453972420769419,1
0,"A",0.509618410076837,-0.0197187411918423,0
0,"A",-0.278243345686213,0.163114506024765,1
0,"A",-0.059435410492545,-1.36896732386461,0
1,"A",1.13035104878049,-0.392055164359994,0
0,"B",-1.02029854803553,-1.93386973201684,0
1,"B",-0.401308928738907,0.499432682386487,0
0,"A",-1.97729074599222,0.216651686390252,0
1,"A",1.11199904516137,-0.118889427686908,0
0,"B",-2.79661951154794,1.08334753924909,1
0,"A",-1.94287031490124,0.364801437406116,1
1,"B",-0.010756098855021,-0.210862078556734,1
0,"B",1.60221974887085,-0.327786702406581,0
0,"A",-1.91791040770231,-0.39127050193085,0
1,"B",-0.815732992441315,1.17197167621389,0
1,"B",-0.421240435697536,1.36269396490009,0
0,"A",-0.353057054196277,-0.911712210548035,1
1,"B",0.235797917791657,2.18633760452053,1
0,"B",-0.428949396938477,0.912681598093842,0
0,"B",-2.11413374648325,0.219093362341375,0
1,"A",0.793084795122374,-0.429547917138787,1
1,"B",-0.0804170440352077,0.257359610716675,1
0,"B",-2.66807007287926,1.04070620900321,0
0,"B",-0.652721782641699,0.783701497113967,0
1,"A",0.190245941029095,1.03975538638333,1
0,"A",0.113881748089142,-0.545257495534195,1
1,"B",0.787081345614358,-1.18268857973858,1
1,"B",-1.87164698731817,1.5707890965413,1
0,"A",-0.548750459884559,-0.0190635547477501,0
1,"A",2.8776951700319,0.514524924558273,0
1,"A",0.408079982009194,0.278918871744212,0
1,"B",-0.830567860235609,0.538704561294542,0
1,"B",0.662225841798655,0.553002670316826,0
0,"B",-1.35804529387217,1.2233123468676,0
1,"A",0.256597506954771,0.166474642155909,1
0,"B",-0.505147617495897,0.0873052341342202,0
1,"B",-0.269582663050762,-0.632311674636575,1
0,"B",-0.971349068745872,-0.180745349253287,0
1,"A",-1.17532133596534,0.056352486702068,0
1,"A",0.311193741952746,-0.0425931976544455,1
1,"A",1.1501152608942,0.204307017804044,1
0,"B",-0.811421749931963,-0.63314330874656,0
0,"B",-0.523114694557517,0.195967585851975,1
0,"A",-0.488870093247418,-1.57279490523675,1
0,"B",0.212039969500543,0.607788816318901,0
1,"A",1.97226892999399,-0.776807430949164,0
1,"B",0.00136359787408025,0.392409523570459,1
0,"A",0.841190603135746,-1.17883549952533,1
1,"B",-2.43877678064196,1.11120522803433,0
1,"A",0.704017828715273,1.29503316314515,1
1,"A",0.690016710145765,-0.995895100080761,1
1,"B",0.693793188531403,1.01888640835257,1
0,"A",0.3021065370152,-0.466571763246138,0
1,"A",2.37873634580824,-0.42839812581639,1
0,"B",-2.4303693482269,1.06287408747475,0
1,"B",-0.186080454868694,0.753528216153509,0
1,"B",-0.0273189614235492,-0.0424058540749129,0
1,"B",0.394652959665065,-0.215805525955726,0
1,"B",0.0228713072346725,0.385201522458625,0
0,"B",0.198811273552434,-0.284643408989042,0
1,"A",-0.242104572678752,-0.916169288571201,1
1,"B",0.383367567610821,0.485745631981324,1
0,"B",-1.5144746569976,1.21797243107816,0
0,"B",-1.81013101284701,1.17381190080219,1
