"y","group","x1","x2","x3"
1,"B",0.3894883161877,-0.399028628872722,1
1,"A",0.127529304588208,-1.00341265892232,1
1,"B",0.808784968170746,-1.41588499921323,1
1,"B",-0.191530376623718,1.18191666767733,0
0,"B",-0.607040534092132,-0.592105243367636,1
0,"A",1.30834959962326,-0.952111815639824,0
1,"B",1.21826763546271,-1.11633083359213,0
1,"A",0.00506876892592595,-1.87806294553017,1
1,"A",2.45090198975759,0.575614640283041,1
0,"B",-1.35958763197405,-0.304131038446063,0
0,"B",0.0974572504696718,-0.402126482668413,1
1,"A",0.215579633411112,-0.317388036019576,1
1,"B",0.978905900329532,-0.140247667495909,1
1,"B",-0.669066786435203,0.261564659210028,1
1,"B",0.875027274911411,-0.494877258028953,1
1,"A",0.637228326448214,0.00115796410950408,0
0,"A",-0.378461495738558,-1.50849499391038,1
0,"B",-2.59044149744276,-1.54310242542719,1
0,"B",0.785559537640446,-0.723863727948354,0
0,"B",-0.546493130921747,1.01825537432481,1
0,"A",-1.05901499775632,-2.14320139141835,0
1,"A",2.65251932988905,-2.58735332397127,1
0,"B",0.302766696773912,0.310149196215793,0
0,"B",-2.44671622088119,-0.0113478347325503,1
0,"A",0.0606224249873754,-1.2735744763375,1
0,"A",-1.47774697809543,-2.00839036534174,1
0,"B",-0.596752014987662,-0.734946387198368,0
1,"A",0.69232859378237,0.741899702597816,1
1,"B",0.71065198451169,1.36273035236733,0
1,"B",-1.61769356723271,0.232046526427814,0
0,"B",-0.812594435196234,1.5679427240001,0
1,"B",-1.95605675260457,-0.074363552038363,0
0,"B",-0.649549484445399,-0.365431992087798,0
0,"B",-0.539395019151938,-1.03012038414895,1
1,"B",-1.74357485595586,2.08512589702753,0
1,"B",-1.4392320694797,0.0159732093196975,1
0,"A",1.17765678368725,-0.221400751505107,0
1,"A",0.00207428777720892,0.34502802277839,0
0,"B",-0.87320082425117,-0.159974765198875,0
0,"A",0.199913294216047,-0.67602153748947,0
1,"A",-0.0815740540296705,0.348924021223762,1
1,"B",-0.565476281222085,1.38769582263306,0
0,"B",-1.71279281739187,-0.0645305216096133,1
0,"A",-0.033556154160118,-0.734895527906476,1
0,"B",-0.922833743108618,0.144200400071185,1
1,"A",1.1707713666696,0.113665439538864,1
1,"B",-0.747119344594573,0.696591765149876,1
1,"B",-1.41486923908163,2.06404612605838,1
0,"A",-0.0543518942776957,-0.475036165879734,0
0,"B",-0.659057671549678,1.06377281689452,0
1,"A",-0.0418411747646125,1.50895481735974,0
1,"A",1.57436764827549,0.863837303679238,0
1,"A",1.53596194063603,0.347872370289756,0
0,"B",-0.548152812721377,0.789774967076159,0
0,"A",1.18349306935304,-1.05822823626104,1
1,"A",0.10699620221578,2.0285841619226,1
0,"B",-1.24250220569847,1.2631102582745,0
0,"B",-0.538462339526106,0.777307985775655,0
1,"A",0.271064253030195,-1.01902225892469,1
1,"A",2.16470688298419,-1.34577257863922,1
0,"A",-0.160109635918791,0.108414118831698,1
0,"A",-0.00442418529308347,-0.670932266534039,1
1,"B",-0.867820778077394,0.772364135622012,0
1,"A",0.0659467754109354,-2.18326084029421,0
1,"A",0.703666287988142,-0.125566956318163,1
1,"A",-0.365066906527697,-0.047424494991924,1
0,"A",1.34203718862056,-1.07323229763675,0
0,"B",-0.749439138253442,0.472874485000158,1
1,"B",-1.50727489072118,1.10203962291396,1
1,"A",0.588933748648164,1.10269866597342,0
0,"A",-0.00946273974875145,0.00488604903076373,0
0,"B",-2.11551671663396,1.01958962511451,0
0,"B",0.333663651270009,1.61236662767727,1
0,"B",-2.93330270028127,0.0982238041326151,0
1,"A",-0.0624277823447675,2.16894534688101,1
0,"B",-1.74703685340519,0.532147404238326,1
1,"B",-0.45380412346612,0.334007322618715,1
1,"B",0.347029000636119,-1.87697396046817,1
1,"A",1.28036257922463,-0.775380555034818,1
1,"A",0.361748014510066,0.101040540258507,1
0,"B",0.155869296984454,1.69963658535185,0
1,"A",-1.45479101141582,0.819215671541219,1
1,"A",1.68174409490322,0.35428706869857,1
1,"B",0.260534551889236,2.19523645262202,0
0,"B",-3.079673876814,0.846416864276777,0
0,"A",1.29955313645064,0.491135931143213,1
0,"A",1.50560462620083,0.0412441020602472,1
1,"B",-0.151939992523328,-0.84190459481377,0
1,"A",-0.256205630511454,0.146950894892568,1
0,"B",-1.00880228836515,-0.0496027165869695,0
0,"A",-0.228931540843896,-1.91361876125139,0
0,"B",-1.27930123314305,0.225563748092917,1
1,"B",-1.61944024053657,-0.461441617979871,1
0,"B",0.186596173017559,0.878819438681498,1
1,"A",0.490001180000098,0.354144630550542,1
1,"B",0.452098297384237,1.62665658005376,1
0,"B",-0.285822289840871,-1.35851038078903,0
1,"B",0.387248371352128,0.149066239512004,0
1,"B",-1.31420449604799,-0.232965084582556,1
0,"B",-1.6690060793595,-1.14210501603407,0
1,"A",1.04329710121114,-1.14668831282244,0
1,"B",0.0663501246709031,-0.697678155344828,1
1,"B",0.511496923707455,2.69316608248746,1
1,"A",1.50765065495476,-0.912580164129224,1
1,"A",1.55664450837075,-0.857835684702119,0
1,"A",0.0721992284821837,0.544065211542844,1
0,"A",-0.370130562587727,-1.57843443125791,1
0,"B",-1.14787235459355,0.202392105426274,0
0,"B",0.0749994991841365,0.064865251847692,0
1,"B",1.6366194559651,0.024698560640692,0
0,"A",0.474716092931499,-1.429239152895,0
1,"B",-2.05486461784544,0.931139193435853,0
1,"A",1.26246181444389,-0.579217571181439,1
0,"A",0.138609247423102,-0.00848360074708665,1
0,"B",-1.36646039709005,-0.216279528516357,0
0,"A",0.719043278837933,-1.18903809127017,0
0,"B",-0.996447196648931,0.0282169735379723,0
1,"B",0.882148114060186,-0.206464301783365,0
1,"B",-2.5694790427384,2.92150065919389,0
1,"B",0.628582094735562,1.14259693361058,1
1,"A",0.656158538987654,-1.50822764650347,1
1,"A",0.0912911523716145,-1.02220265562248,1
0,"B",0.633422100321474,-0.483060349574877,0
0,"A",-1.29893199958845,-1.18766308988,0
0,"A",-0.538375396854248,0.817048667073651,1
1,"B",-0.010756098855021,-0.210862078556734,1
0,"B",-1.12403610883495,-0.0910617554736481,0
0,"B",-0.976770870244682,-0.236271529818583,0
0,"B",-1.60747149752961,1.28995951594719,1
1,"B",1.40092738491375,0.540777562470414,1
0,"A",-0.619899861314299,0.885594687451612,1
0,"A",-1.5015131534731,-0.541903280253541,1
0,"B",-1.45999139113152,-0.598158002749253,1
1,"B",0.811306541953014,0.462045106658254,1
0,"A",0.702967268372041,-1.19750186382079,0
0,"A",0.116290896873641,-1.51020699957439,0
0,"A",0.384174703022234,-1.94161287214206,0
1,"B",-0.889041694499734,0.669748835361594,0
0,"B",0.18913119858165,1.11442892356555,1
0,"A",0.818781450338138,-1.86263056104919,1
1,"A",-0.570727422834165,1.03269629412008,1
0,"A",-0.809845597973113,-1.08654842723698,0
0,"A",-0.858547761396748,-1.7692976083179,1
1,"B",1.25398664966826,0.767495901691831,0
0,"B",-0.614021027809617,0.133746266780434,1
0,"B",-2.22816269244201,0.13723334336224,0
1,"A",-0.334560048759179,-0.32020467997183,0
1,"A",1.48762053666045,-1.82193031889428,1
0,"A",0.40692170069625,-1.31941491986282,1
1,"B",0.541196951099329,0.786998787905152,0
1,"B",-0.429386306464043,0.698027933922633,0
1,"B",-2.20085337335366,-0.544715078481821,1
0,"B",-1.41113398158781,2.53685679759883,1
1,"B",-0.979303905432526,2.31317305407352,0
1,"B",-1.59446512662909,-0.129295473613631,1
0,"B",-1.07730320039778,-0.686973365671461,0
1,"A",-0.0705107237614716,-1.78596878780447,1
0,"B",-0.986997067320379,1.28616629048118,0
0,"B",0.0926235898224932,0.363283496441111,1
0,"A",0.382280644701437,-2.42042390011268,1
0,"A",0.443235070896338,-0.766473919364272,0
1,"B",-0.474999344875509,2.02212549677613,1
0,"B",-1.39504246819637,-0.633495792520872,1
1,"A",-1.02386514022194,-0.830316397302779,0
0,"B",0.552281770275273,-0.179459595823164,0
1,"A",-0.920567106370939,-0.0720405703093885,1
0,"A",-1.45449232062623,-0.144037889171366,0
0,"A",0.467196862341407,-1.01481148083338,1
0,"B",-0.833008076701576,0.557033755119308,1
1,"B",0.481604540257168,1.44346151477479,0
0,"A",0.173167003204586,-1.03855581199349,0
1,"A",3.08630997922336,-0.401086058432453,1
1,"B",-0.225752809793312,-0.628061199050936,1
1,"A",1.90960108996696,-1.02866843759473,1
1,"A",0.536182916873262,0.95566234103829,1
1,"A",1.42427484268895,-1.29370941659399,0
1,"B",0.50290947540359,-0.578921956011349,0
0,"A",-0.509356213547182,-1.05235791448987,1
1,"B",-1.34757405763551,0.0832920222494556,1
1,"A",0.33930603755438,-0.51973111293492,0
1,"B",-0.309717128197068,-0.641714391386298,0
0,"B",-0.946762614312851,0.222354573600424,1
0,"B",0.156900315225525,-1.00847157828338,0
0,"A",0.193073830963551,-0.416842975626576,1
0,"B",0.526343520487938,-0.827796424996367,1
1,"A",0.809570493308871,-1.39551918464287,0
0,"A",0.462652403587929,-0.598946600123375,0
0,"B",-0.32099969127877,1.34838981951217,0
0,"A",0.366124847222549,0.259475692446425,0
1,"B",0.374402649202746,-0.272722381385802,0
1,"B",-1.24579473617813,0.190240165295959,1
0,"A",1.65431456567529,-0.816934266026411,1
1,"A",1.16423413636317,0.815522377804598,0
1,"B",0.114125344843484,1.0701788292117,1
0,"A",0.984917797451661,-0.934140383424908,1
0,"A",-0.820883896065016,-0.915026016723303,1
1,"A",-0.606200648074509,1.61285995716589,1
0,"A",0.408478771050613,0.22401137743567,1
0,"A",0.00690181982154514,-0.879723598230314,1
1,"A",-0.215847462880357,-0.0227413485167758,1
0,"B",-0.438717526243623,0.393415549562359,0
1,"B",-0.377272522024792,-1.03888117929071,0
0,"B",-1.35176009057757,-0.422126670948422,1
0,"B",-1.18371590201208,-0.869006393574792,0
1,"A",0.271797098415985,-0.476982380270393,0
0,"A",-0.397393409401758,-0.352463726618799,1
0,"B",-1.51772309912328,-0.205041085319609,1
1,"B",-1.03559457118034,-1.40646779539794,0
1,"B",-0.317067786666708,0.953922914107839,1
1,"B",-0.802334663829845,0.0366016746870282,0
1,"A",1.52647417968058,0.284796475977191,0
1,"A",-0.393818812634518,0.667806216163635,0
0,"B",-0.627294858977699,0.166273859800614,0
1,"B",-2.18815465261732,-0.0968975634402696,1
0,"A",1.59762277955954,-1.45274311826548,1
1,"B",0.782112597752285,1.51375688186932,0
1,"A",-1.65938821297988,0.306259672273403,0
1,"A",-0.628432664871042,0.201562793619091,1
0,"A",0.144267003160516,-1.54351791419569,1
0,"B",0.212039969500543,0.607788816318901,0
1,"A",1.29468891592656,-0.0148017409037158,1
1,"A",0.853096229945917,1.34084957973903,1
1,"A",0.353422509741092,0.88845551886708,1
0,"A",1.27401179449586,-1.43565359087731,1
1,"A",0.0585201477021553,-0.486567102230114,1
1,"B",0.244219936456902,1.16415216686403,1
1,"A",2.32143218291388,-1.68852051906931,1
1,"B",-0.29974062437676,3.20837865985427,1
0,"B",-1.0143433104037,1.05256690856278,0
0,"B",0.436027807190157,-2.30433664067661,0
0,"A",0.395124804892917,-0.910105240775904,0
0,"A",0.86159615249891,0.956115379889731,0
0,"B",-1.9013658977364,1.63511410332266,0
1,"A",0.367725169151592,1.10231416489406,0
0,"B",-1.1072408472772,-0.708760940014976,0
1,"B",0.0731454391007816,0.636306683736104,0
1,"B",-1.27355748082952,-0.141479478778966,0
0,"A",-0.57654559380516,-0.587225452633629,0
1,"A",0.619261905800733,-1.55564309331372,1
1,"A",2.60113131424724,-0.283707202808717,1
0,"B",-1.2238131314859,-0.760960531606841,1
0,"A",-0.718081968099122,-0.132255257906365,0
0,"B",-0.500548329143841,1.11184691606512,1
1,"A",1.45226284192014,0.344051135162552,1
1,"A",-0.130650759446437,-0.497798807279831,1
1,"B",0.25680517771469,-1.47982390476709,1
0,"A",0.903415595207702,-0.59532611310092,0
0,"A",0.284651118922235,-2.25280004101278,1
