"y","group","x1","x2","x3"
0,"A",-0.404295780265164,-1.30853519250486,1
0,"A",-0.522851063921726,-1.78938420921432,0
0,"B",-0.715984505850262,1.04269187573895,0
1,"A",-0.955982531833594,0.197827876847639,1
1,"A",0.356161168886239,0.538644321080564,1
0,"A",-0.536816023710937,-0.525971519615213,0
1,"A",0.925641172446698,-0.0266541355612129,1
1,"A",1.04172161659678,-0.313170743781563,1
1,"B",1.22199987996221,1.89087272960238,0
1,"B",0.533760614427861,0.094534479463001,0
1,"A",-1.13100977676125,0.356296198558687,0
0,"A",-0.801782213313991,-0.377940071700693,0
0,"A",0.301452143201504,-1.77455858748522,1
0,"A",0.281115863658614,0.707824127458987,1
1,"A",-0.434927369919592,-0.453859811383154,1
1,"A",0.951476988726078,-0.722151642590852,1
0,"A",-0.390982139976923,-0.638288882011167,0
0,"A",-0.362194663160141,0.573007230379368,0
0,"B",-0.699977854523331,-0.0287799972245738,0
0,"A",-0.145873063799491,1.42663925295234,1
0,"A",1.82167698631946,0.305527460212108,0
1,"A",1.5521952323874,-0.232541379750393,1
0,"B",0.217187886885137,-0.390224672429026,0
0,"B",0.229073562372688,-0.245762206788018,1
0,"A",-0.331881960492151,-1.88670919412099,0
0,"A",-0.797157154117551,-0.873497187264527,0
0,"B",-1.27680142843794,1.76224101700157,0
1,"A",0.613317009433466,-0.640626711753544,1
0,"B",-1.38374041063565,-1.90272337087151,0
1,"A",0.872627665643824,0.273115837087471,0
1,"A",-1.59748968806134,-0.319412030632586,1
1,"B",0.0702687011200073,0.355861136781775,1
1,"B",-1.11504793260382,0.186927762827784,0
0,"A",1.08662521649521,-0.630707857398142,0
0,"A",-0.510197336859306,-0.568109505720117,0
1,"A",0.264561521270243,0.354398798175905,1
0,"A",-1.73002616065727,-1.13528555302283,1
1,"B",0.494308713474326,0.18679969524379,1
1,"B",0.953207968925482,1.16513321325676,1
1,"B",-0.634918017922746,0.0992931425636751,1
1,"A",1.72055743283526,-0.155964842422412,1
0,"A",-0.339821183766626,-1.02829843884904,1
1,"A",0.866867355659835,0.305313344358652,1
1,"A",-0.0019424455013341,-0.6659839355675,1
1,"B",-2.75310670475242,0.135634430685729,1
0,"B",0.103559234071454,0.721266912744649,0
0,"A",0.287500296915013,0.118561026971833,1
0,"A",1.37137960019643,-2.38771631467371,0
1,"B",1.24824035030235,0.603478544178848,0
0,"B",1.37320222216996,-0.406656877496768,0
0,"A",0.119226128715449,-1.97627382119534,0
0,"A",1.53854198080996,-1.02981416255873,1
1,"A",1.66749408784173,0.0160903581586319,1
1,"B",-0.344319139752535,1.38592234641833,0
1,"A",0.625037113629888,0.489099801553453,0
1,"A",0.500527999632285,0.0939780416859225,1
1,"B",0.964570172636926,0.960403509426531,1
1,"B",-0.587881202579604,0.574260171825697,1
0,"A",1.32639782769634,-1.69505102988698,0
1,"A",-0.325259069723206,-0.895961383373791,1
0,"A",1.5147326742369,-0.518456192300662,0
0,"A",0.350102254560652,-0.666041300375699,0
1,"A",1.13584739645967,-0.160883903061415,1
1,"B",0.528546447182351,0.473898384377715,0
0,"B",-1.4456666551602,1.68949422585166,0
1,"A",1.11174408994331,-0.596160490542559,0
1,"A",1.95900503127221,-0.652972881667635,1
1,"B",-1.07741459556005,0.283250839376996,1
1,"B",-0.0433704465985198,0.118754721725291,0
0,"B",-1.6469420203203,-0.0348676938735546,1
1,"B",0.827522213953193,-0.642243403797068,0
1,"B",-1.36324052493331,-0.00683697254103799,0
1,"B",-0.679241535951378,-0.651918253829769,0
0,"A",0.673721918245634,-0.216234477262748,1
0,"A",-0.32259643697838,-1.13455486189061,1
0,"A",-0.902610944819068,0.159161338295848,0
0,"A",0.376246117487234,-1.00366847764095,0
0,"A",-0.167929871187321,-0.485225311226873,1
0,"A",-0.868168645855152,-1.61645009602055,1
0,"A",0.883913350387606,-0.395873064461406,0
1,"B",0.295070260359737,-0.479973420379441,1
0,"B",1.13423264589986,-0.209948080378871,1
0,"A",0.696213618876096,-0.564450750195148,0
1,"A",1.65737586890914,0.380835771492644,1
1,"A",1.14835135549309,0.871971017940255,1
1,"A",-0.0235211881414421,-1.17501200552495,1
0,"A",1.32140857759878,0.129455825348897,1
0,"A",-0.975084510236962,-0.390831355720161,1
0,"B",-0.937283562796247,0.176218850617478,0
1,"A",3.07799258333092,-0.759127190835144,0
1,"A",-0.128151569006084,-0.219801932697341,1
0,"A",2.59454754000961,-1.47470003323157,1
1,"A",-0.625948885263673,-0.287716700281452,1
1,"A",-0.375251275675777,-0.64314350743969,0
1,"B",-0.411413649443911,0.617366390534302,0
0,"B",-0.312338933726867,-0.200033452918681,0
0,"B",-0.457014912868011,0.260848202210869,0
1,"A",0.472237587096298,-1.34410223319753,1
0,"A",0.732467818358331,-0.279905244944267,1
1,"A",-1.26130575337207,-0.309927238209242,1
1,"A",2.57176964804621,-1.72039471677248,0
1,"A",0.895039320147165,-0.252332604531081,1
0,"A",-0.0089497940442384,-0.964461201775229,0
1,"A",0.719647164637361,-1.38146622093427,1
0,"A",2.67899636343974,-0.0754901908980223,1
1,"A",1.19557858473179,-0.0022736736356368,1
0,"A",-0.935786855103268,-0.243603473012478,1
0,"A",-0.602343487025375,-0.230775541685252,1
1,"B",0.954267346882624,0.259506662790626,0
1,"A",1.06954254548051,1.75132807638702,0
1,"B",0.229711419788313,2.27500631253695,0
0,"A",-0.239353905418217,-0.379235383331072,1
0,"A",0.649034323052873,-2.64476424357399,0
0,"B",-1.32833469337302,1.22148655763528,1
1,"A",0.794234752108863,-0.710710033950756,1
0,"A",-0.540713249930401,0.516425393237379,1
1,"A",0.256839873368582,-0.433815185787012,0
0,"A",-0.985548830323712,0.273341353952707,0
0,"A",-0.0980773231099333,1.58886222946095,1
1,"A",1.44231469094478,1.34388256805106,1
1,"A",2.53726100352511,1.02597708479106,0
1,"A",-0.421276315634147,-1.35566523946343,1
0,"A",0.901712207399855,-1.89370864577445,0
1,"A",0.548579773664415,0.23331572463753,0
1,"A",0.0479468333375039,1.03383694954249,0
1,"A",1.90313930904122,0.262773456604387,0
1,"A",1.10274042041859,-0.625194850606163,1
0,"A",2.0880851273379,0.769140533144675,0
1,"A",0.627970054993684,-1.17535863231981,1
0,"A",0.997146445742082,-0.783613559807115,0
1,"B",0.85603871291197,0.0216830127829436,1
1,"B",0.484525184050306,-0.0499087028770366,0
0,"A",1.76950624977204,-1.30930764557977,0
1,"A",-1.18172137965375,0.560803427036043,0
0,"A",0.363262108381221,-0.18557918994474,1
1,"A",1.34799040446697,-1.28475058438491,1
1,"A",2.20749925939501,0.65952560246236,1
1,"A",-0.258321366576949,0.0369762364209689,0
0,"A",-1.85943389666311,-0.691694509038488,1
0,"A",0.710085709278601,-0.413704260630393,0
1,"B",0.701767589393476,-1.45798612593912,1
1,"A",1.65258330248734,-1.81566613906329,1
0,"A",-1.14359990104475,-0.258324361966597,0
1,"A",0.850820609019707,-1.40404671899645,0
0,"B",-1.62904536955371,-0.745122254454653,0
0,"A",0.137427421687486,-1.8990505838742,0
0,"A",0.0364432269404533,-2.42453426719219,0
0,"A",1.75681909280693,-1.64316024660943,1
0,"B",0.833879558671212,-0.666455939813816,1
1,"A",0.490293798218785,-4.01436952452486,1
0,"A",-0.78744633001918,4.25648400184109e-05,0
1,"A",-1.36163856963472,1.29435444271646,1
0,"A",0.431644891617088,0.219962899802798,0
0,"B",0.690335333213367,-0.965208857501593,0
1,"A",0.382493762023874,1.65895348520521,0
0,"A",0.163308973260753,-2.48834873391332,1
0,"B",0.00577871518765394,0.440924983758092,1
0,"A",0.475385636216169,1.255622340547,0
0,"A",-0.922827089420763,0.0820632298193631,1
1,"A",0.203829235148236,0.251457200664114,1
1,"A",1.47578164110711,0.627163711845215,1
0,"A",-1.25728934013169,-0.82346262082203,1
0,"A",-1.32586306011436,-0.860357875904391,1
